,schemeCode,schemeName
1263,101776,GFRF Dividend-Monthly(Institutional Plan)
1264,101780,GCF Daily-Dividend(Institutional Plan)
1265,101784,DBS CholaFreedom Income-STF-Institutional Monthly Dividend
1266,101793,ICICI Prudential Floating Interest Fund Plan B - Growth
1267,101794,ICICI Prudential Floating Interest Fund Plan B - Fortnightly Dividend
1268,101795,ICICI Prudential Floating Interest Fund Plan A - Growth
1269,101796,ICICI Prudential Floating Interest Fund Plan A - Fortnightly Dividend
1270,101797,ICICI Prudential Savings Fund Plan C - Growth
1271,101798,ICICI Prudential Floating Interest Fund Plan C - Fortnightly Dividend
1272,101799,ICICI Prudential Floating Interest Fund Plan B - Dividend Daily
1273,101800,ICICI Prudential Floating Interest Fund Plan A - Dividend Daily
1274,101801,ICICI Prudential Floating Interest Fund Plan C - Dividend Daily
1275,101802,ICICI Prudential Floating Interest Fund - Growth
1276,101803,ICICI Prudential Floating Interest Fund - Fortnightly IDCW
1277,101803,ICICI Prudential Floating Interest Fund - Fortnightly Dividend
1278,101804,ICICI Prudential Floating Interest Fund - Daily IDCW
1279,101804,ICICI Prudential Floating Interest Fund - Daily Dividend
1280,101805,JM Dynamic Debt Fund (Regular) - IDCW
1281,101805,JM Dynamic Bond Fund (Regular) - IDCW
1282,101805,JM Dynamic Debt Fund - Regular Plan - Dividend Option
1283,101806,JM Dynamic Bond Fund (Regular) - Growth Option
1284,101806,JM Dynamic Debt Fund - Regular Plan - Growth Option
1285,101806,JM Dynamic Debt Fund (Regular) - Growth Option
1286,101807,JM Dynamic Debt Fund - Premium Plan - Dividend Option
1287,101808,JM Dynamic Debt Fund - Premium Plan - Growth Option
1288,101815,Principal Personal Tax Saver Fund
1289,101816,Aditya Birla Sun Life Regular Savings Fund - Monthly Dividend - Regular Plan
1290,101816,Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW
1291,101817,Birla Sun Life Regular Savings Fund - Regular Plan - Monthly Payment
1292,101818,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan
1293,101823,Tata Large & Mid Cap Fund Regular Plan - Dividend
1294,101823,TATA Large & Mid Cap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 
1295,101823,Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option
1296,101824,Tata Large & Mid Cap Fund- Regular Plan - Growth Option
1297,101824,Tata Large & Mid Cap Fund- Regular Plan - Growth
1298,101828,Tata Gilt Securities Short Maturity Fund -Regular Fund-Quarterly DIvidend
1299,101829,LIC MF Savings Fund-Regular Plan-Monthly Dividend
1300,101829,LIC MF Low Duration Fund-Regular Plan-Monthly IDCW
1301,101829,LIC MF Savings Fund-Regular Plan-Monthly IDCW
1302,101830,LIC MF Savings Fund-Regular Plan-Growth
1303,101830,LIC MF Low Duration Fund-Regular Plan-Growth
1304,101833,Tata Ethical Fund- Regular Plan - Payout of IDCW Option
1305,101833,Tata Ethical Fund Regular Plan - Dividend
1306,101833,TATA Ethical Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 
1307,101834,UTI - Master Equity Plan Unit Scheme
1308,101837,DSP Credit Risk Fund - Regular Plan -Growth
1309,101837,DSP  Credit Risk Fund - Regular Plan -Growth
1310,101838,DSP Credit Risk Fund - Regular Plan - IDCW - Weekly
1311,101838,DSP Credit Risk Fund - Regular Plan -Weekly Dividend
1312,101838,DSP  Credit Risk Fund - Regular Plan -Weekly Dividend
1313,101839,DSP  Credit Risk Fund - Regular Plan -Dividend
1314,101839,DSP Credit Risk Fund - Regular Plan -Dividend
1315,101839,DSP Credit Risk Fund - Regular Plan - IDCW
1316,101840,DSP Credit Risk Fund - Regular Plan - IDCW - Daily
1317,101840,DSP  Credit Risk Fund - Regular Plan -Daily Dividend
1318,101840,DSP Credit Risk Fund - Regular Plan -Daily Dividend
1319,101843,Aditya Birla Sun Life Short Term Fund - Dividend - Regular Plan
1320,101843,Aditya Birla Sun Life Short Term Fund - REGULAR - IDCW
1321,101843,Aditya Birla Sun Life Short Term Opportunities Fund - Dividend - Regular Plan
1322,101844,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan
1323,101844,Aditya Birla Sun Life Short Term Opportunities Fund - Growth - Regular Plan
1324,101847,Tata Money Market Fund-Regular Plan - Growth Option
1325,101847,Tata Money Market Fund-Regular Plan  -  Growth
1326,101852,TATA Infrastructure Fund Regular Plan - Payout of IDCW Option
1327,101852,Tata Infrastructure Fund-Regular Plan - Dividend
1328,101852,TATA Infrastructure Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 
1329,101853,Sundaram Diversified Equity (ELSS) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
1330,101853,Sundaram Diversified Equity-A Long-term Tax Saver Fund OE- App
1331,101853,Sundaram Diversified Equity (ELSS) Regular Plan - Growth
1332,101854,Reliance Fixed Maturity Fund - Series - II - Annual Plan Series-1-Growth Option
1333,101855,Reliance Fixed Maturity Fund - Series-II-Annual Plan Series - 1 - Dividend Option
1334,101856,Tata Income Plus Fund - Option C Dividend
1335,101858,Tata Liquid Retail Investment Plan - Growth
1336,101859,Tata Liquid High Investment Plan - Weekly
1337,101860,Tata Liquid High Investment Plan - Growth
1338,101861,Tata Liquid Fund-Regular Plan  - Weekly Dividend
1339,101862,Reliance Banking Fund-Growth Plan-Growth Option
1340,101862,Nippon India Banking & Financial Services Fund-Growth Plan-Growth Option
1341,101862,Nippon India Banking Fund-Growth Plan-Growth Option
1342,101863,Nippon India Banking Fund-Growth Plan-Bonus Option
1343,101863,Reliance Banking Fund-Growth Plan-Bonus Option
1344,101863,Nippon India Banking & Financial Services Fund-Growth Plan-Bonus Option
1345,101864,Nippon India Banking Fund-Dividend Plan-Dividend Option
1346,101864,Reliance Banking Fund-Dividend Plan-Dividend Option
1347,101864,NIPPON INDIA BANKING FUND - IDCW Option
1348,101864,Nippon India Banking & Financial Services Fund - IDCW Option
1349,101866,LIC MF Conservative Hybrid Fund-Regular Plan-Monthly IDCW
1350,101866,LIC MF Debt Hybrid Fund-Regular Plan-Monthly IDCW
1351,101866,LIC MF Debt Hybrid Fund-Regular Plan-Monthly Dividend
1352,101867,LIC MF Conservative Hybrid Fund-Regular Plan-Quarterly IDCW
1353,101867,LIC MF Debt Hybrid Fund-Regular Plan-Quarterly IDCW
1354,101867,LIC MF Debt Hybrid Fund-Regular Plan-Quarterly Dividend
1355,101868,LIC MF Debt Hybrid Fund-Regular Plan-Yearly Dividend
1356,101868,LIC MF Conservative Hybrid Fund-Regular Plan-Yearly IDCW
1357,101868,LIC MF Debt Hybrid Fund-Regular Plan-Yearly IDCW
1358,101869,LIC MF Conservative Hybrid Fund-Regular Plan-Growth
1359,101869,LIC MF Debt Hybrid Fund-Regular Plan-Growth
1360,101871,Tata Life Science & Technology Fund - Dividend Option
1361,101872,HDFC Dynamic Debt Fund - Growth Option
1362,101873,HDFC Dynamic Debt Fund -Quarterly Dividend Option
1363,101873,HDFC Dynamic Debt Fund - Quarterly IDCW Option
1364,101874,HDFC Dynamic Debt Fund - Half Yearly IDCW Option
1365,101874,HDFC Dynamic Debt Fund - Half Yearly Dividend Option
1366,101875,HDFC Dynamic Debt Fund - Yearly IDCW Option
1367,101875,HDFC Dynamic Debt Fund - Yearly Dividend Option
1368,101876,HDFC Sovereign Gilt Fund - Savings Plan-Growth Option
1369,101877,HDFC Sovereign Gilt Fund - Savings Plan-Dividend Option
1370,101878,HDFC Sovereign Gilt Fund - Provident Plan-Growth Option
1371,101879,HDFC Sovereign Gilt Fund - Provident Plan-Dividend Option
1372,101883,Tata Gilt Securities Short Maturity Fund -Regular Plan-Growth
1373,101884,Liquid Benchmark Exchange Traded Scheme (Liquid BeES)
1374,101892,Kotak Money market Scheme - (Monthly Payout of Income Distribution cum capital withdrawal option)
1375,101892,Kotak Money market Scheme - (Monthly Dividend)
1376,101893,Kotak Money Market Scheme - (Growth)
1377,101894,Kotak Money Market Scheme - (Weekly Reinvestment of Income Distribution cum capital withdrawal option)
1378,101894,Kotak Money Market Scheme - (Weekly Dividend)
1379,101895,DBS Chola Monthly Income Plan-Regular-Monthly Dividend Plan
1380,101898,UTI Sunder
1381,101902,Tata Gilt High Fund - Dividend Opt
1382,101905,DBS Chola Monthly Income Plan - Regular - Bonus
1383,101906,Tata Equity Savings Fund -Regular Plan-Growth
1384,101906,Tata Equity Savings Fund -Regular Plan-Growth Option
1385,101909,Tata Dynamic Bond Fund Regular Plan - Growth
1386,101909,Tata Dynamic Bond Fund- Regular Plan - Growth Option
1387,101910,Tata Dynamic Bond Fund B - Growth
1388,101912,BARODA  HYBRID EQUITY FUND - Plan A - Growth Option
1389,101912,BARODA PIONEER HYBRID EQUITY FUND - Plan A - Growth Option
1390,101913,BARODA  HYBRID EQUITY FUND - Plan A - Dividend Option
1391,101913,BARODA HYBRID EQUITY FUND - Plan A - IDCW Option
1392,101913,BARODA PIONEER HYBRID EQUITY FUND - Plan A - Dividend Option
1393,101922,Canara Robeco Equity Diversified Fund - Regular Plan - Growth
1394,101922,Canara Robeco Flexi Cap Fund - Regular Plan - Growth
1395,101922,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - GROWTH OPTION
1396,101923,Canara Robeco Flexi Cap fund - Regular Plan - Dividend
1397,101923,Canara Robeco Equity Diversified fund - Regular Plan - Dividend
1398,101923,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)
1399,101924,Canara Robeco Equity Diversified-Bonus Option
1400,101927,Tata Gilt Retirement Plan (28-2-2006) Dividend
1401,101929,SBI Magnum Institutional Income Fund - Savings - Growth(Upto 22/03/07) Renamed as SBI Premier Liquid Fund
1402,101932,SBI MAGNUM GILT FUND -  GROWTH - PF (Regular) Option
1403,101933,SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 2 Yrs) Option
1404,101934,SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 3 Yrs) Option
1405,101935,SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Regular)
1406,101935,SBI MAGNUM GILT FUND -  DIVIDEND - PF (Regular) Option
1407,101936,Tata Gilt Retirement Plan - 28/2/07 Dividend Option
1408,101944,Tata Gilt Retirement Plan (28-2-08) Div
1409,101945,Tata Gilt Retirement Plan- 28/2/25 Growth Option
1410,101945,Tata Gilt Retirement Plan 28/2/25 Growth Option
1411,101946,Tata Gilt Retirement Plan (28-2-04) Div
1412,101947,GFRF (Daily - Dividind)
1413,101948,GFRF (Dividend - Weekly)
1414,101950,SBI MAGNUM GILT FUND -  DIVIDEND - PF (Fixed Period - 1 Yr) Option
1415,101950,SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 1 Yr)
1416,101951,SBI MAGNUM GILT FUND -  DIVIDEND - PF (Fixed Period - 2 Yrs) Option
1417,101951,SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 2 Yrs)
1418,101952,SBI MGLT-  DIVIDEND - PF (Fixed Period - 3 Yrs) Option
1419,101952,SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 3 Yrs)
1420,101953,Kotak Income Plus-(Monthly Dividend)
1421,101954,Kotak Income Plus-(Growth)
1422,101955,Kotak Income Plus-(Quaterly Dividend)
1423,101956,Tata Gilt Retirement Plan (28-2-13) Growth
1424,101958,DBS Chola Liquid Fund - Institutional Plus Weekly Dividend
1425,101966,Tata Income Plus Fund - Option C Growth
1426,101968,Birla Sun Life Floating Rate Fund-Long Term - Retail Plan-Dividend
1427,101969,Birla Sun Life Floating Rate - Long Term - Retail - Growth
1428,101970,Aditya Birla Sun Life Money Manager Fund - Retail Weekly Dividend
1429,101970,Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW
1430,101971,Aditya Birla Sun Life Money Manager Fund - Retail Growth
1431,101972,Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW
1432,101972,Aditya Birla Sun Life Money Manager Fund - Retail Daily Dividend
1433,101973,Aditya Birla Sun Life Money Manager Fund - Daily IDCW
1434,101973,Aditya Birla Sun Life Money Manager Fund - Daily Dividend
1435,101974,Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW
1436,101974,Aditya Birla Sun Life Money Manager Fund - Weekly Dividend
1437,101975,Aditya Birla Sun Life Floating Rate Fund-Short Term Plan-Institutional Fortnightly Dividend
1438,101976,Aditya Birla Sun Life Money Manager Fund - Growth
1439,101977,HDFC Prudence Fund - Growth Option
1440,101978,HDFC Prudence Fund - Dividend Option
1441,101979,HDFC Taxsaver - Growth Plan
1442,101979,HDFC TaxSaver-Growth Plan
1443,101979,HDFC ELSS Tax saver - Growth Plan
1444,101980,HDFC ELSS Tax saver - IDCW Plan
1445,101980,HDFC Taxsaver - IDCW Plan
1446,101980,HDFC TaxSaver-Dividend Plan
1447,101982,Tata Liquid Retail Investment PLan - Daily
1448,101983,Tata Liquid Retail Investment Plan - Fortnightly
1449,101984,Tata Liquid High Investment Plan - Daily
1450,101985,Tata Liquid High Investment Plan - Monthly
1451,101986,TATA Money Market Fund Regular Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option 
1452,101986,Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option
1453,101986,Tata Money Market Fund-Regular Plan  -  Daily Dividend
1454,101987,Tata Liquid Fund Reglar Plan - Monthly Dividend
1455,101989,HDF Medium Term Debt Plan-Growth OPption
1456,101989,HDFC Medium Term Debt Fund -Growth Option
1457,101989,HDFC Medium Term Debt Fund - Growth Option
1458,101990,HDFC Medium Term Debt Fund-Fortnightly Option
1459,101990,HDFC Medium Term Debt Fund - Fornightly IDCW Option
1460,101991,HDFC Sovereign Gilt Fund - Investment Plan-Growth Option
1461,101992,HDFC Sovereign Gilt Fund - Investment Plan-Dividend Option
1462,101993,HDFC Money Market Fund - Growth Option
1463,101994,HDFC Money Market Fund - Daily IDCW Option
1464,101994,HDFC Money Market Fund - Daily Dividend Option
1465,101995,HDFC Money Market Fund - Weekly IDCW Option
1466,101995,HDFC Money Market Fund - Weekly Dividend Option
1467,101996,HDFC Overnight Fund - Growth Option
1468,101997,HDFC Overnight Fund - IDCW Option (Daily)
1469,101997,HDFC Overnight Fund - Dividend option (Daily)
1470,102000,HDFC Top 100 Fund - Growth Option
1471,102000,HDFC Top 100 Fund - Growth Option - Regular Plan
1472,102001,HDFC Top 100 Fund - Dividend Option
1473,102001,HDFC Top 100 Fund - IDCW Option - Regular Plan
1474,102003,UTI-  Liquid Fund-Short Term Plan-Income
1475,102004,UTI-  Liquid Fund-Short Term Plan-Growth
1476,102007,UTI-  Liquid Fund-Cash Plan- Discontinued -Regular Plan Periodic Dividend Option
1477,102007,UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option
1478,102008,UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option
1479,102008,UTI-  Liquid Fund-Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option
1480,102009,UTI-  Liquid Fund-Cash Plan- Discontinued - Regular Plan -Growth
1481,102009,UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth
1482,102010,UTI Liquid Fund - Regular Plan - Daily IDCW (Reinvestment)
1483,102010,UTI Liquid Cash Plan - Regular Plan - Daily IDCW (Reinvestment)
1484,102010,UTI-  Liquid Fund-Cash Plan-INST - Daily Dividend Reinvestment Option
1485,102010,UTI-  Liquid Cash Plan - Regular Plan - Daily Dividend Reinvestment Option
1486,102010,UTI-  Liquid Cash Plan - Regular Plan - Daily Dividend Option
1487,102011,UTI-  Liquid Cash Plan - Regular Plan - Monthly Div Option
1488,102011,UTI-  Liquid Cash Plan - Regular Plan - Monthly Dividend Option
1489,102011,UTI-  Liquid Fund-Cash Plan-INST Mthl
1490,102011,UTI Liquid Cash Plan - Regular Plan - Monthly IDCW
1491,102011,UTI Liquid Fund - Regular Plan - Monthly IDCW
1492,102012,UTI-  Liquid Cash Plan - Regular Plan - Growth Option
1493,102012,UTI-  Liquid Fund-Cash Plan-INST Growth
1494,102013,UTI-  Liquid Cash Plan - Regular Plan - Weekly Dividend Option
1495,102013,UTI-  Liquid Cash Plan - Regular Plan - Weekly Div Option
1496,102013,UTI Liquid Cash Plan - Regular Plan - Weekly IDCW
1497,102013,UTI-  Liquid Fund-Cash Plan-INST Wkly
1498,102013,UTI Liquid Fund - Regular Plan - Weekly IDCW
1499,102015,GSSIF- MT(Div Bimonthly)
1500,102016,Tata Gilt High Fund - Growth
1501,102018,DBS Chola Monthly Income Plan -Regular - Cumulative Plan
1502,102019,DBS Chola Monthly Income Plan -Reg.-Quarterly Dividend Plan
1503,102020,Baroda BNP Paribas MULTI CAP FUND - Plan A - Growth Option
1504,102020,BARODA MULTI CAP FUND - Plan A - Growth Option
1505,102020,BARODA PIONEER MULTI CAP FUND - Plan A - Growth Option
1506,102020,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option
1507,102021,BARODA MULTI CAP FUND - Plan A - Dividend Option
1508,102021,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - IDCW Option
1509,102021,BARODA PIONEER MULTI CAP FUND - Plan A - Dividend Option
1510,102021,BARODA MULTI CAP FUND - Plan A - IDCW Option
1511,102021,Baroda BNP Paribas MULTI CAP FUND - Plan A - IDCW Option
1512,102024,JM MIP FUND-Monthly Dividend
1513,102025,JM MIP FUND-Quarterly Dividend
1514,102026,JM MIP FUND-Annual Dividend
1515,102027,JM MIP FUND-Growth
1516,102030,SBI MAGNUM DEBT FUND SERIES - 13 MONTHS - 2-GROWTH
1517,102031,Tata Dynamic Bond Fund B - Dividend
1518,102036,Tata Large Cap Fund- Regular Plan - Payout of IDCW Option
1519,102036,TATA Large Cap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 
1520,102036,Tata Large Cap Fund -Regular Plan - Dividend Option
1521,102045,Tata Gilt Retirement Plan (28-2-10) Growth
1522,102046,Tata Gilt Retirement Plan (28/2/25) - Payout of IDCW Option
1523,102046,Tata Gilt Retirement Plan28/2/25 Dividend Option
1524,102046,TATA Gilt Retirement Plan (28/2/25) - Payout of Income Distribution cum capital withdrawal option
1525,102047,Tata Gilt Retirement Plan 28/2/11 Dividend Option
1526,102053,SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - GROWTH
1527,102054,SBI Magnum Medium Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
1528,102054,SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - DIVIDEND
1529,102055,SBI Magnum Income Plus Fund - Savings Plan (G)
1530,102056,SBI Magnum Income Plus Fund - Savings Plan (D)
1531,102058,SBI Magnum Institutional Income Fund - Savings - Dividend(Upto 22/03/07) Renamed as SBI Premier Liquid Fund
